ROWID  RA DEC PSFMAG_R
901004023202909   72.1104295928  -61.3783196489 13.97
901004023204187   72.1624754279  -61.4955858901 14.18
901004023212677   72.4815899315  -61.5276256994 13.96
901004023311097   72.9220049844  -61.4142426447 14.13
901004090503206   62.7244001296  -61.2314756869 14.31
901004090506976   62.9085581847  -61.1787905881 13.75
901004090601944   63.1852227599  -61.3225569832 13.80
901004090605228   63.3446396187  -61.1428574580 13.77
901004090700189   63.6258307294  -61.3264842425 14.08
901004090704077   63.8069246083  -61.3418045450 14.36
901004090709688   64.0702862396  -61.3637336191 14.37
901004090710353   64.0977473362  -61.2046408680 14.33
901004090803274   64.2765540375  -61.2285439653 14.41
901004090805450   64.3777359556  -61.2836859366 13.80
901004090808993   64.5378619082  -61.1427289836 13.74
901004090900314   64.6646788499  -61.1494332815 13.51
901004090904782   64.8446386433  -61.3230650366 13.90
901004091007153   65.4960113891  -61.1577711990 14.02
901004091101190   65.7464014069  -61.3638602021 14.40
901004091102688   65.8211475642  -61.1347638678 13.67
901004091202523   66.3148610273  -61.2207332009 14.37
901004091202577   66.3178394693  -61.3018850377 13.75
901004091208040   66.5647830087  -61.2404159812 13.69
901004091301312   66.7792534043  -61.2491603816 13.52
901004091306382   66.9938202791  -61.3002719035 13.83
901004091401316   67.2983491068  -61.1385668947 14.29
901004091405222   67.4699925602  -61.2258681126 14.17
901004091407730   67.5800800221  -61.3404514965 14.17
901004091411844   67.7508967173  -61.2323969010 14.43
901004091602483   68.3734833107  -61.1503865083 14.20
901004091604975   68.4727081156  -61.2204454324 13.74
901004091608389   68.6113198948  -61.2723958395 14.09
901004091610504   68.7006578150  -61.2010691702 14.13
901004091703759   68.9538997948  -61.1440215375 14.34
901004091704971   69.0134223076  -61.3392791857 13.58
901004091708978   69.1842541405  -61.3513362507 13.70
901004091710410   69.2443839446  -61.3705524144 14.04
901004091711208   69.2802239849  -61.3406397855 13.98
901004091804436   69.5097487526  -61.2823964967 14.34
901004091804802   69.5267738558  -61.3658689111 14.04
901004091806553   69.6072521092  -61.3201766459 13.88
901004091809527   69.7474185567  -61.1941527670 13.43
901004091809678   69.7538049757  -61.1272732887 13.88
901004091900868   69.8598868208  -61.2004736199 13.70
901004091904987   70.0415330386  -61.1803972340 14.36
901004091909451   70.2184744647  -61.2478252727 13.94
901004092001708   70.4079275825  -61.2436570576 14.16
901004092010025   70.7676822146  -61.2231704550 13.98
901004092110814   71.3230545445  -61.2810474695 13.70
901004092111943   71.3682081444  -61.3363495693 13.82
901004092202072   71.4568466861  -61.1852116762 13.46
901004092208616   71.7350044715  -61.3059379851 14.30
901004092210580   71.8144706973  -61.2260412130 13.70
901004092212535   71.8941629193  -61.3716843987 14.30
901004092304115   72.0589279024  -61.3581953881 13.97
901004092304858   72.0863087435  -61.1947175486 14.19
901004092309907   72.3001608710  -61.3737031544 14.20
901004092405763   72.6445237693  -61.1994445339 13.74
901004092406324   72.6663017521  -61.1575882655 14.12
901004092407646   72.7185169043  -61.2325144328 13.90
901004160205085   62.7878782328  -60.9687189687 14.00
901004160207354   62.8971372916  -61.0400923258 13.65
901004160302494   63.1844059189  -60.9783265731 13.67
901004160304386   63.2729097812  -60.9675135573 14.28
901004160400174   63.5936331009  -61.1223503121 14.29
901004160401141   63.6472910891  -60.8967045891 14.07
901004160505508   64.3395048507  -61.0187101315 13.52
901004160509801   64.5270647785  -60.9426538348 14.24
901004160510719   64.5647387681  -60.9153370909 14.43
901004160601537   64.6739356142  -61.0738667699 14.15
901004160609621   65.0083082847  -61.0706574209 14.15
901004160611888   65.0970297017  -60.9731710830 13.59
901004160701810   65.1982575549  -60.9291543861 14.03
901004160705368   65.3593337081  -60.9179061779 14.04
901004160709339   65.5351436054  -60.9165509460 14.08
901004160900924   66.1908239010  -60.8779458679 14.30
901004160902200   66.2446159836  -60.9511239610 14.08
901004160905769   66.4191102803  -61.0099971359 14.03
901004160906320   66.4450241447  -61.0629554126 13.97
901004160909932   66.6091729174  -60.9725559835 14.13
901004161002125   66.7515472581  -61.0192447805 13.88
901004161003901   66.8269234282  -60.9927265959 14.07
901004161100480   67.1985672685  -61.0652790968 14.41
901004161102889   67.3109197889  -61.0546527182 14.00
901004161104820   67.4067595904  -60.9131702478 14.11
901004161110422   67.6875412842  -61.1050087230 13.87
901004161202621   67.8226786679  -60.8860983038 14.05
901004161206713   68.0047970558  -60.9584990974 14.01
901004161207721   68.0462820953  -61.0376095966 13.93
901004161210960   68.1887788522  -60.9619233366 14.29
901004161300225   68.2096075945  -60.9968418329 14.26
901004161311549   68.7068953251  -61.0448031566 14.14
901004161401808   68.7914770512  -61.0022875135 14.38
901004161406735   69.0223573695  -60.9395785892 13.96
901004161410224   69.1848847984  -60.8770511979 14.26
901004161411084   69.2227668712  -61.0316714883 14.15
901004161506238   69.4965240404  -61.1129769011 13.69
901004161507718   69.5629997340  -61.0238887323 13.79
901004161600496   69.7574263030  -61.0353499539 13.65
901004161602791   69.8553301251  -61.0158460460 14.31
901004161603365   69.8823246883  -61.0124428881 14.10
901004161701954   70.3462370285  -61.0764829503 14.22
901004161704767   70.4776454071  -61.0149413100 14.33
901004161800610   70.7919392290  -61.0393569637 14.12
901004161801785   70.8422640443  -61.0113003113 13.71
901004161802505   70.8758677991  -60.8929108560 14.29
901004161804995   70.9774738752  -61.0422755999 13.55
901004161806798   71.0524714098  -60.9510720635 13.78
901004161807974   71.1001494255  -61.0306805660 14.10
901004161810828   71.2130266249  -61.0949548224 14.39
901004161812054   71.2691588642  -60.9790598259 14.18
901004161901501   71.3419730334  -60.9184525855 14.22
901004161901764   71.3539240619  -61.0653668281 13.66
901004161910845   71.7388355387  -61.1095040199 14.16
901004162003108   71.9233692345  -61.0796878763 13.68
901004162003328   71.9332881868  -60.9803366011 13.47
901004162003517   71.9412269616  -61.0290327310 14.03
901004162004337   71.9753698050  -61.0886927265 13.99
901004162006360   72.0655293116  -60.9354621473 14.35
901004162106398   72.5393863625  -61.0811593097 13.82
901004162111634   72.7494629066  -60.9989775298 14.15
901004230601017   63.1003474581  -60.7269936210 13.98
901004230602577   63.1761316761  -60.7360074066 13.90
901004230606524   63.3583469939  -60.8609560140 14.43
901004230606733   63.3678476898  -60.7276237794 14.01
901004230703677   63.7332574352  -60.7857464987 14.18
901004230704858   63.7818447036  -60.8017155522 14.19
901004230705880   63.8257833298  -60.7925576630 13.84
901004230800909   64.1052323602  -60.7683087728 13.88
901004230801947   64.1482331456  -60.8250313382 14.22
901004230804051   64.2373271814  -60.6274879536 13.88
901004230811092   64.5434321812  -60.7011511439 14.41
901004230907060   64.8632135878  -60.8238380139 13.69
901004230908683   64.9399987285  -60.6942539527 14.24
901004231008063   65.4560705915  -60.6529760139 14.35
901004231104277   65.7883558121  -60.7601174278 13.68
901004231105277   65.8360726979  -60.8436297884 14.16
901004231107420   65.9336845492  -60.7351114365 14.42
901004231202089   66.1933321387  -60.8420682940 13.56
901004231203312   66.2535768679  -60.7102285115 14.07
901004231208127   66.5015708562  -60.7598988671 14.37
901004231305080   66.8475118685  -60.8714486671 14.23
901004231308838   67.0108720411  -60.8114398940 14.22
901004231309080   67.0192756074  -60.8618728926 13.72
901004231503045   67.7707638772  -60.8193661482 14.30
901004231505162   67.8711954197  -60.6502367580 13.94
901004231505193   67.8724759136  -60.6278174681 14.36
901004231506000   67.9101514955  -60.8198336682 14.12
901004231605075   68.3791033841  -60.8262763691 13.90
901004231607463   68.4823639161  -60.7052550611 13.70
901004231700471   68.6653966840  -60.6678338846 14.39
901004231710093   69.0999163984  -60.6535645150 13.94
901004231802354   69.2449602118  -60.6323389844 14.31
901004231802780   69.2636459787  -60.7015587254 13.74
901004231809753   69.5647922919  -60.7547765875 14.38
901004231908472   70.0515436492  -60.7770485209 14.08
901004231910936   70.1632898723  -60.8599844030 13.96
901004232011604   70.6645571667  -60.8351302735 13.61
901004232104159   70.8647236147  -60.8733492279 14.36
901004232105846   70.9461111803  -60.8162238802 14.08
901004232108213   71.0480393352  -60.7178063436 14.05
901004232108502   71.0618624903  -60.7970432601 14.39
901004232108952   71.0832041019  -60.8726867724 14.02
901004232203976   71.3578046382  -60.6521682787 13.67
901004232206178   71.4441058087  -60.7590538648 13.66
901004232208443   71.5386186853  -60.7237064138 13.84
901004232302586   71.8012604375  -60.8412203789 13.82
901004232310490   72.1318945976  -60.6492843290 14.37
901004232402370   72.3022117914  -60.8197993019 13.73
901004232403864   72.3655711271  -60.6537576382 13.80
901004301504286   63.3898768598  -60.4736604913 13.77
901004301505487   63.4425689124  -60.3883226539 14.20
901004301606304   63.9806837803  -60.4581379998 14.25
901004301606936   64.0111716551  -60.5829309032 14.07
901004301609628   64.1267512585  -60.5524680357 13.55
901004301701089   64.2632296774  -60.4438798403 13.73
901004301705635   64.4692936376  -60.4472702186 13.73
901004301710168   64.6677158970  -60.5687213218 14.23
901004301800562   64.7416913362  -60.3967576740 13.67
901004301801787   64.7949952053  -60.5474883921 13.88
901004301808740   65.1157647174  -60.4763211179 14.24
901004301809583   65.1528966033  -60.4027042120 14.04
901004301906398   65.5262347813  -60.4164059306 14.01
901004301906604   65.5357010723  -60.4483889110 13.93
901004301908492   65.6171683369  -60.5549923697 14.02
901004302000289   65.7398240306  -60.5454919802 14.06
901004302001269   65.7876705759  -60.5476282970 13.84
901004302002672   65.8599025531  -60.5222170283 14.01
901004302002862   65.8690015196  -60.4776173179 14.21
901004302003603   65.9091877597  -60.5353433036 14.07
901004302003949   65.9286408282  -60.5582814986 14.22
901004302010177   66.1977322408  -60.4755674443 13.31
901004302010483   66.2114387723  -60.4256565367 14.24
901004302100186   66.2408424007  -60.5860810470 13.97
901004302100536   66.2580311406  -60.5430713776 14.16
901004302101738   66.3117571035  -60.5527449106 13.63
901004302109182   66.6460765780  -60.4146431352 13.78
901004302110152   66.6872749248  -60.5794039784 14.05
901004302204928   66.9519853831  -60.4852374804 14.18
901004302306853   67.5407155885  -60.4504287990 14.30
901004302309610   67.6619022408  -60.5499155974 13.45
901004302400307   67.7642247702  -60.4166790553 13.97
901004302405231   67.9843652547  -60.4187860614 13.55
901004302501460   68.3348016965  -60.5081428067 14.08
901004302503466   68.4456152438  -60.6221960331 13.66
901004302506280   68.5789642425  -60.5917699999 13.55
901004302506349   68.5824050385  -60.4059897683 13.58
901004302508079   68.6633853073  -60.6180505492 14.10
901004302508822   68.6977890500  -60.3972532929 13.53
901004302605879   69.0171464119  -60.3938406817 13.93
901004302607152   69.0713917360  -60.3896886490 14.16
901004302609418   69.1631718328  -60.5497211585 13.60
901004302710245   69.6941464845  -60.5236073179 14.04
901004302803383   69.9135412675  -60.4861064062 13.77
901004302803738   69.9311677905  -60.4037404133 13.62
901004302811127   70.2325439710  -60.4146347263 13.51
901004302902967   70.3972637907  -60.5608524690 14.15
901004302910878   70.7404821604  -60.5635139840 13.53
901004303000578   70.8055961940  -60.4118470686 13.80
901004303004273   70.9718955536  -60.4182047964 14.02
901004303005861   71.0426201245  -60.4039345921 13.75
901004303008397   71.1606470231  -60.5978878107 14.26
901004303009308   71.2074007700  -60.5833524853 14.33
901004303100207   71.2973141009  -60.4312363765 14.35
901004303102692   71.4086318884  -60.4051517521 13.75
901004303103965   71.4663200686  -60.5457684459 14.25
901004303104980   71.5119938490  -60.4087178549 14.14
901004303200955   71.8378807739  -60.4999391112 13.83
901004303211371   72.2825779086  -60.4105059885 14.26
901004303300778   72.3272906273  -60.4416850773 14.31
901004303301217   72.3441990865  -60.5650560346 13.95
901004303309888   72.6826369591  -60.5571911735 14.14
901004303312904   72.8015522622  -60.5522937076 14.27
901004372701296   62.7274580023  -60.2683334706 14.04
901004372704318   62.8683188052  -60.3589521913 13.98
901004372705906   62.9420087541  -60.1544610894 14.21
901004372707301   63.0148886474  -60.2630542202 14.19
901004372800924   63.2142182868  -60.1360807753 13.67
901004372806528   63.4621405542  -60.3352263932 13.93
901004372807757   63.5100555768  -60.2667737730 14.16
901004372808253   63.5321290590  -60.1965907780 14.00
901004372903578   63.8597770445  -60.2668598870 14.21
901004373003459   64.3538451634  -60.1826405307 14.37
901004373007663   64.5681131493  -60.1297192284 14.06
901004373008627   64.6112797785  -60.1628749987 13.99
901004373105003   64.9022241670  -60.2693543685 14.39
901004373108706   65.0747037181  -60.2010262581 13.82
901004373110593   65.1632167338  -60.2150334870 14.15
901004373200314   65.1924780229  -60.3059576437 14.34
901004373203553   65.3546456718  -60.2457067563 13.61
901004373400732   66.2096415124  -60.2537756537 14.34
901004373502463   66.8035177592  -60.2397162281 14.28
901004373506832   66.9999509880  -60.3154110675 14.27
901004373507035   67.0083850374  -60.1888439406 13.94
901004373507134   67.0121375814  -60.3023613016 14.31
901004373508056   67.0471911787  -60.2566305676 13.91
901004373510610   67.1470755211  -60.3724406594 14.02
901004373511479   67.1811640075  -60.3365405725 13.83
901004373600203   67.1888354482  -60.1904328856 13.56
901004373601600   67.2385957595  -60.2807248770 14.27
901004373607465   67.4711518524  -60.2909752438 13.90
901004373705134   67.9050876285  -60.3716848331 13.72
901004373708350   68.0592508724  -60.1667748796 14.08
901004373708448   68.0637815403  -60.1816736674 14.11
901004373802383   68.2916897708  -60.1761966980 14.04
901004373805302   68.4136614835  -60.2386926579 14.18
901004373807359   68.4995494082  -60.3333524053 13.67
901004373810776   68.6449508343  -60.2737422431 14.34
901004373901020   68.7308954779  -60.2295229926 14.31
901004373905672   68.9188899149  -60.3708960664 13.89
901004373907005   68.9761633397  -60.2634915377 13.71
901004374003571   69.3316803467  -60.3131292537 14.28
901004374004993   69.3913681678  -60.1469465591 14.27
901004374007297   69.4865189462  -60.1454346336 13.81
901004374011380   69.6670736927  -60.1734653589 14.07
901004374102225   69.7875023306  -60.3691919660 13.78
901004374102716   69.8088675931  -60.2022075555 14.02
901004374103556   69.8486721224  -60.3331767461 14.31
